// * Поставки
//countryId;regionId;companyId;productId;contract;date;sum
1;1;2;5;112/04-2016;2016-04-11;1403358
1;1;2;5;118/04-2016;2016-04-15;1217301
1;1;2;5;125/04-2016;2016-04-21;2478663
1;1;2;5;134/05-2016;2016-05-12;3108797
1;1;2;5;152/05-2016;2016-05-25;1738930
1;1;2;5;176/06-2016;2016-06-07;2233697
1;1;2;5;183/06-2016;2016-06-15;3132007
1;1;2;5;187/06-2016;2016-06-21;1114447
1;1;2;5;195/06-2016;2016-06-23;1399700
1;1;2;6;112/04-2016;2016-04-11;2934021
1;1;2;6;118/04-2016;2016-04-15;1602711
1;1;2;6;125/04-2016;2016-04-21;1952086
1;1;2;6;134/05-2016;2016-05-12;864550
1;1;2;6;152/05-2016;2016-05-25;1516078
1;1;2;6;176/06-2016;2016-06-07;3007415
1;1;2;6;183/06-2016;2016-06-15;2922475
1;1;2;6;187/06-2016;2016-06-21;1231082
1;1;2;6;195/06-2016;2016-06-23;783495
1;1;2;7;112/04-2016;2016-04-11;2370029
1;1;2;7;118/04-2016;2016-04-15;3097199
1;1;2;7;125/04-2016;2016-04-21;1981479
1;1;2;7;134/05-2016;2016-05-12;1199311
1;1;2;7;152/05-2016;2016-05-25;1074201
1;1;2;7;176/06-2016;2016-06-07;2917708
1;1;2;7;183/06-2016;2016-06-15;1753637
1;1;2;7;187/06-2016;2016-06-21;1274054
1;1;2;7;195/06-2016;2016-06-23;858988
1;2;6;1;112/04-2016;2016-04-11;979175
1;2;6;1;118/04-2016;2016-04-15;2727445
1;2;6;1;125/04-2016;2016-04-21;2111339
1;2;6;1;134/05-2016;2016-05-12;2496766
1;2;6;1;152/05-2016;2016-05-25;2087924
1;2;6;1;176/06-2016;2016-06-07;2051064
1;2;6;1;183/06-2016;2016-06-15;1424413
1;2;6;1;187/06-2016;2016-06-21;2165075
1;2;6;1;195/06-2016;2016-06-23;2115735
1;2;6;2;112/04-2016;2016-04-11;2656866
1;2;6;2;118/04-2016;2016-04-15;1911494
1;2;6;2;125/04-2016;2016-04-21;2648952
1;2;6;2;134/05-2016;2016-05-12;986876
1;2;6;2;152/05-2016;2016-05-25;1920890
1;2;6;2;176/06-2016;2016-06-07;1583057
1;2;6;2;183/06-2016;2016-06-15;1159588
1;2;6;2;187/06-2016;2016-06-21;882197
1;2;6;2;195/06-2016;2016-06-23;1984855
1;2;6;3;112/04-2016;2016-04-11;966097
1;2;6;3;118/04-2016;2016-04-15;2046417
1;2;6;3;125/04-2016;2016-04-21;1292446
1;2;6;3;134/05-2016;2016-05-12;2019312
1;2;6;3;152/05-2016;2016-05-25;2425096
1;2;6;3;176/06-2016;2016-06-07;2050001
1;2;6;3;183/06-2016;2016-06-15;1376521
1;2;6;3;187/06-2016;2016-06-21;2157726
1;2;6;3;195/06-2016;2016-06-23;1571659
1;2;6;4;112/04-2016;2016-04-11;2872237
1;2;6;4;118/04-2016;2016-04-15;2323713
1;2;6;4;125/04-2016;2016-04-21;1811260
1;2;6;4;134/05-2016;2016-05-12;2918092
1;2;6;4;152/05-2016;2016-05-25;1195998
1;2;6;4;176/06-2016;2016-06-07;2389960
1;2;6;4;183/06-2016;2016-06-15;957490
1;2;6;4;187/06-2016;2016-06-21;2820919
1;2;6;4;195/06-2016;2016-06-23;2227425
1;2;6;5;112/04-2016;2016-04-11;931493
1;2;6;5;118/04-2016;2016-04-15;2175640
1;2;6;5;125/04-2016;2016-04-21;1304343
1;2;6;5;134/05-2016;2016-05-12;2590481
1;2;6;5;152/05-2016;2016-05-25;1831473
1;2;6;5;176/06-2016;2016-06-07;2037010
1;2;6;5;183/06-2016;2016-06-15;2251273
1;2;6;5;187/06-2016;2016-06-21;1816786
1;2;6;5;195/06-2016;2016-06-23;1378717
1;2;6;6;112/04-2016;2016-04-11;2371561
1;2;6;6;118/04-2016;2016-04-15;1805465
1;2;6;6;125/04-2016;2016-04-21;1566768
1;2;6;6;134/05-2016;2016-05-12;1261365
1;2;6;6;152/05-2016;2016-05-25;877627
1;2;6;6;176/06-2016;2016-06-07;2194004
1;2;6;6;183/06-2016;2016-06-15;1240598
1;2;6;6;187/06-2016;2016-06-21;1743204
1;2;6;6;195/06-2016;2016-06-23;1944673
1;2;6;7;112/04-2016;2016-04-11;955504
1;2;6;7;118/04-2016;2016-04-15;1588943
1;2;6;7;125/04-2016;2016-04-21;1972304
1;2;6;7;134/05-2016;2016-05-12;2779373
1;2;6;7;152/05-2016;2016-05-25;3027272
1;2;6;7;176/06-2016;2016-06-07;1960512
1;2;6;7;183/06-2016;2016-06-15;2836000
1;2;6;7;187/06-2016;2016-06-21;2087609
1;2;6;7;195/06-2016;2016-06-23;840079
2;0;45;1;112/04-2016;2016-04-11;979375
2;0;45;1;118/04-2016;2016-04-15;272745
2;0;45;1;125/04-2016;2016-04-21;211339
2;0;45;1;134/05-2016;2016-05-12;249766
2;0;45;1;152/05-2016;2016-05-25;208724
2;0;45;1;176/06-2016;2016-06-07;205064
2;0;45;1;183/06-2016;2016-06-15;142413
2;0;45;1;187/06-2016;2016-06-21;216075
2;0;45;1;195/06-2016;2016-06-23;211535
2;0;45;2;112/04-2016;2016-04-11;265666
2;0;45;2;118/04-2016;2016-04-15;191494
2;0;45;2;125/04-2016;2016-04-21;264952
2;0;45;2;134/05-2016;2016-05-12;986876
2;0;45;2;152/05-2016;2016-05-25;192890
2;0;45;2;176/06-2016;2016-06-07;158057
2;0;45;2;183/06-2016;2016-06-15;115588
2;0;45;2;187/06-2016;2016-06-21;882197
2;0;45;2;195/06-2016;2016-06-23;198855
2;0;45;3;112/04-2016;2016-04-11;96697
2;0;45;3;118/04-2016;2016-04-15;204417
2;0;45;3;125/04-2016;2016-04-21;129446
2;0;45;3;134/05-2016;2016-05-12;201312
2;0;45;3;152/05-2016;2016-05-25;242096
2;0;45;3;176/06-2016;2016-06-07;205001
2;0;45;3;183/06-2016;2016-06-15;137521
2;0;45;3;187/06-2016;2016-06-21;215726
2;0;45;3;195/06-2016;2016-06-23;157659
2;0;45;4;112/04-2016;2016-04-11;287237
2;0;45;4;118/04-2016;2016-04-15;232713
2;0;45;4;125/04-2016;2016-04-21;181260
2;0;45;4;134/05-2016;2016-05-12;291092
2;0;45;4;152/05-2016;2016-05-25;119998
2;0;45;4;176/06-2016;2016-06-07;238960
2;0;45;4;183/06-2016;2016-06-15;95790
2;0;45;4;187/06-2016;2016-06-21;282919
2;0;45;4;195/06-2016;2016-06-23;222425
2;0;45;5;112/04-2016;2016-04-11;93193
2;0;45;5;118/04-2016;2016-04-15;217640
2;0;45;5;125/04-2016;2016-04-21;130343
2;0;45;5;134/05-2016;2016-05-12;259481
2;0;45;5;152/05-2016;2016-05-25;183473
2;0;45;5;176/06-2016;2016-06-07;203010
2;0;45;5;183/06-2016;2016-06-15;225273
2;0;45;5;187/06-2016;2016-06-21;181786
2;0;45;5;195/06-2016;2016-06-23;137717
2;0;45;6;112/04-2016;2016-04-11;237561
2;0;45;6;118/04-2016;2016-04-15;180465
2;0;45;6;125/04-2016;2016-04-21;156768
2;0;45;6;134/05-2016;2016-05-12;126365
2;0;45;6;152/05-2016;2016-05-25;87727
2;0;45;6;176/06-2016;2016-06-07;219004
2;0;45;6;183/06-2016;2016-06-15;124598
2;0;45;6;187/06-2016;2016-06-21;174204
2;0;45;6;195/06-2016;2016-06-23;194673
2;0;45;7;112/04-2016;2016-04-11;95504
2;0;45;7;118/04-2016;2016-04-15;158943
2;0;45;7;125/04-2016;2016-04-21;197304
2;0;45;7;134/05-2016;2016-05-12;277373
2;0;45;7;152/05-2016;2016-05-25;302272
2;0;45;7;176/06-2016;2016-06-07;196512
2;0;45;7;183/06-2016;2016-06-15;283000
2;0;45;7;187/06-2016;2016-06-21;208609
2;0;45;7;195/06-2016;2016-06-23;84079

// * Страны
//countryId;name
1;Россия
2;Беларусь

// * Регионы
//regionId;name
0;
1;Москва
2;Московская область

// * Компании
//companyId;name
1;ООО РДЭ
2;ЗАО СК ГРИФОН
3;ООО Энергодрайв
4;ЗАО НФ АК ПРАКТИК
5;Группа компаний Электромотор
6;ООО Электростиль
7;АО Электроагрегат
8;ООО ВЭТК ГК
9;ООО Росэлектро ТД
10;ООО АМКТ
11;ООО КВ-Индастри
12;ООО СЗЭМО Электродвигатель
13;ЗАО Энергопром
14;ООО ЛОНГРИ
15;ООО Электростиль Киров
16;ООО Электростиль Набережные Челны
17;ООО Электростиль Нижний Новгород
18;ООО Русэлпром-Урал
19;ООО Уралстройинвест
20;ЗАО КОНСАР
21;ОАО АЭРОМАШ
22;ООО Электростиль Уфа
23;ООО Электростиль Краснодар
24;ООО Насосэнергомаш
25;ООО Электростиль Ростов-на-Дону
26;ООО Энергоиндустрия ПО
27;Иркутскпромоборудование
28;ООО СИБТЭК
29;ООО Русэлпром-Кузбасс
30;ООО СГК ТД
31;ООО Электростиль Новосибирск
32;ООО Торговая компания ТЭС
33;ООО Энергоснабкомплект
34;ООО Электростиль Екатеринбург
35;ООО Сибирский тракт
36;ООО Дальэнергооборудование
37;ООО Электростиль Хабаровск
38;ТОО Energotechnic
39;ТОО НПФ АВИА
40;ООО Энергия
41;ООО РОСУКРЭЛПРОМ
42;ООО ЛБЮ-Тех
43;ООО ТД ЭНЕРГОПРОМ КР
44;ООО Русэлпром-Украина
45;ООО Техноэкссервис
46;SIA EnergoStar
47;Сиана Електрик ЕООД

// * Продукция
//productId;name
1;Низковольтные электродвигатели
2;Высоковольтные электродвигатели
3;Генераторы
4;Системы управления электромашинами
5;Трансформаторы и реакторы
6;Электропривод транспорта
7;Прочее

